HCO Name,Address,Contact,Accreditation Number (Acc. No.),Accreditations / Certifications
"Asian Medical Centre, C-1 Vikram Colony, Ramghat Road","Asian Medical Centre, C-1 Vikram Colony, Ramghat Road Aligarh Uttar Pradesh",NA,2021-1597,Empaneled
Asian Multispeciality Hospital,"BUILDING NO.06 SANT KANWAR RAM NAGAR SECTOR D ,NEAR DIG BUNGLOW , BERASIA ROAD BHOPAL , Bhopal, Madhya Pradesh, 462001",Visit Website +91 72250 25131,PEH-2025-2914,Certified
Asian Noble Hospital Pvt. Ltd.,"Nagar-Manmad Road, Savedi, Ahmadnagar, Ahmadnagar, Maharashtra, India, 414003",Visit Website +91 241 242 1290,H-2022-1007,Accredited
Asian Noble Hospital Pvt. Ltd.,Asian Noble Hospital Pvt. Ltd. Ahmednagar Maharashtra,Visit Website +91 241 242 1290,2017-1220,Empaneled
"Asian Samra Multispeciality Hospital, C-3/52-53 A, Yamuna vihar North East Delhi","Asian Samra Multispeciality Hospital, C-3/52-53 A, Yamuna vihar North East Delhi Delhi Delhi",NA,2018-0907,Empaneled
ASIAN VASCULAR HOSPITALS,"8-2-676 2/B Road No.12, Sri Ram Nagar Colony, Banjara Hills, Hyderabad, Hyderabad, Telangana, 500034",+91 73373 21806,HOS/2024/E1562,Empaneled
Asian Vascular Hospitals,"8-2-677/B, Road No.12, Banjara hills Hyderabad - 500034, Telangana",Visit Website +91 73373 21806,H-2024-1466,Accredited
Asian Vivekanand Super Specialty Hospital,"KANTH ROAD MORADABAD, Moradabad, Uttar Pradesh, 244001",Visit Website +91 591 255 1100,H-2023-1190,Accredited
"Asian Vivekanand Super Specialty Hospital, Kanth Road","Asian Vivekanand Super Specialty Hospital, Kanth Road Moradabad Uttar Pradesh",NA,2021-1671,Empaneled
Asirvatham Speciality Hospital,"No.22, Rajaji street, Gandhinagar, Madurai, Tamil Nadu, 625020",Visit Website +91 90924 82484,PESHCO-2021-4663,Certified
ASMII SAVE THE SIGHT FOUNDATION,"391(375), M.B.ROAD, NIMTA, North 24 Parganas, West Bengal, 700049",NA,EYE/2025/C0712,Empaneled
Asopa Hospital,"93B, TAGORE NAGAR, AJMER ROAD, JAIPUR, JAIPUR, Rajasthan, India, 302021",Visit Website +91 141 224 6161,SHCO-2021-0389,Accredited
Asranis Dental Clinic,Asranis Dental Clinic Nagpur Maharashtra,NA,DEN/2025/C0767,Empaneled
"Asrarya Medical Shop, Opposite Dist Hospital","Asrarya Medical Shop, Opposite Dist Hospital Kishtwar Jammu and Kashmir",NA,2020-1702,Empaneled
"Assissi Atonement Hospital, Perumpuzha, Kottamkara, Kundara Road","Assissi Atonement Hospital, Perumpuzha, Kottamkara, Kundara Road Kollam Kerala",+91 474 252 2312,2020-1771,Empaneled
ASSOCIATION FOR BLINDNESS AND LEPROSY ERADICATION,ASSOCIATION FOR BLINDNESS AND LEPROSY ERADICATION Palwal Haryana,+91 93102 41052,HOS/2024/E1533,Empaneled
Assumption Hospital,"SULTHAN BATHERY, SULTHAN BATHERY, SULTHAN BATHERY, WAYANAD, Kerala, India, 673592",Visit Website +91 4936 220 283,PEH-2018-0629,Certified
Assure Pathlabs,"SCO # 77, Urban Estate - II Market, Jalandhar, Jalandhar, Punjab, India, 144022",NA,MLP-2024-0243,Certified
Asten Specialty Orthopaedic Hospital,"NH 66, PANTHEERANKAVU, KOZHIKODE, KERALA-673019, Kozhikode, Kerala, 673019",NA,PESHCO-2021-4199,Certified
Aster Aaadhar Hospital,Aster Aaadhar Hospital Kolhapur Maharashtra,NA,H-2015-0306,Accredited
Aster Aaadhar Hospital Kolhapur,"R.S.NO. 628, B WARD, NEAR SHASTRI NAGAR, NEAR KMT WORKSHOP, KOLHAPUR, Kolhapur, Maharashtra, 416012",NA,DH-G-2024-0016,Accredited
"Aster Aadhar Hospital, RS No. 628, Near Gomti Nala, Shastri Nagar","Aster Aadhar Hospital, RS No. 628, Near Gomti Nala, Shastri Nagar Kolhapur Maharashtra",Visit Website +91 231 662 2555,2013-0258,Empaneled
Aster CMI Hospital,"No. 43/2, New Airport Road, NH 44, Sahakar Nagar, Hebbal , Bangalore, Bangalore, Karnataka, India, 560092",Visit Website +91 80 4342 0100,E-2017-0005,Certified
"Aster CMI Hospital, Sahakaranagar","Aster CMI Hospital, Sahakaranagar Bangalore Karnataka",Visit Website +91 80 4342 0100,2016-0951,Empaneled
"Aster DM Healthcare Pvt. Ltd.,, Kuttisahib Road, Near Kothad Bridge, South Chittoor P.O. Cheranalloor","Aster DM Healthcare Pvt. Ltd.,, Kuttisahib Road, Near Kothad Bridge, South Chittoor P.O. Cheranalloor Kochi Kerala",Visit Website +91 484 669 9999,2014-0493,Empaneled
Aster G Madegowda Hospital,"Aster G Madegowda Hospital #1889, Bharathi Education Trust Complex, Maddur-Malavalli Main Road, Bharathi Nagara (K M Doddi) Mandya (District), Karnataka 571422, India , Mandya, Karnataka, 571422",NA,PEH-2025-3085,Certified
Aster Hospital,"Plot No. 3 & 4, Sadaramangala Industrial Area, off Whitefield Main Road, opposite ITPL, Whitefield, Bengaluru, Karnataka 560066, Bangalore, Karnataka, 560066",NA,DH-P-2024-0029,Accredited
Aster Hospital,"Plot No. 3 & 4, Sadaramangala Industrial Area off Whitefield Main Road, Opposite ITPL, Whitefield Bengaluru - 560066, Karnataka",Visit Website +91 80 4510 8888,H-2025-1549,Accredited
Aster Hospital Pvt. Ltd.,"Monte Hill Road, Near Holy Spirit Church, South Goa, Goa, 403601",Visit Website +91 832 270 5001,PESHCO-2021-4911,Certified
Aster Medcity,"Kuttisahib Road,South Chittoor, Kochi, Kerala, 682027",NA,H-2015-0291,Accredited
Aster Medicity,"Kuttisahib Road, Cheranelloor, South Chittoor, Kochi, Kerala 682027, Cheranelloor, Kochi, Ernakulam, Kerala, India, 682027",Visit Website +91 484 669 9999,E-2016-0001,Certified
Aster MIMS Hospital,"CHANGUVETTY, CHANGUVETTY, KOTTAKKAL, MALAPPURAM, Kerala, India, 676503",Visit Website +91 483 712 7000,H-2011-0084,Accredited
Aster MIMS Hospital,"CHANGUVETTY CHANGUVETTY KOTTAKKAL MALAPPURAM Kerala - 676503, Malappuram, Kerala, 676503",NA,DH-S-2024-0024,Accredited
Aster Narayanadri Hospital (A Unit of Aster DM Healthcare Limited),"D.No : 9-100/1, Renigunta Road, Chittoor Tirupathi - 517506, Andhra Pradesh",Visit Website +91 877 223 3449,H-2023-1286,Accredited
Aster PMF Hospital,Aster PMF Hospital Kollam Kerala,NA,H-2025-1641,Accredited
Aster Prime Hospital,"7-1-450/20, Plot No: 02 & 04, BEHIND MYTHRIVANAM, HYDERABAD, HYDERABAD, Telangana, India, 500038",NA,N-2022-0156,Certified
"Aster Ramesh Duhita Dental LLP, 2nd Floor, Ramesh Hospitals, Collector Office Road","Aster Ramesh Duhita Dental LLP, 2nd Floor, Ramesh Hospitals, Collector Office Road Guntur Andhra Pradesh",+91 863 237 7777,2020-1708,Empaneled
Aster RV Hospital ( A Unit of Aster DM Healthcare Ltd.),"24th Main Road, ITI Layout, 1st Phase, JP Nagar, Bangalore, Bangalore Urban, Karnataka, India, 560078",Visit Website +91 80660 40400,H-2022-1000,Accredited
Aster RV Hospital (A Unit of Aster DM Healthcare Ltd.),"24th Main Road,ITI Layout, 1st Phase, JP Nagar, Bangalore, Karnataka, 560078",Visit Website +91 80660 40400,DH-P-2024-0033,Accredited
astha dental solutions,astha dental solutions Lucknow Uttar Pradesh,NA,ECE-2022-1029,Empaneled
Astha Dental Solutions,"ROHTAK ROAD, CHARKHI DADRI, Lucknow, Uttar Pradesh, 127042",NA,DEN/2024/C0340,Empaneled
"Astha Dental Solutions, 4/41, Vishal Khand, Gomti Nagar","Astha Dental Solutions, 4/41, Vishal Khand, Gomti Nagar Lucknow Uttar Pradesh",NA,2018-0814,Empaneled
Astha Hospital,"NH - 05, BLOCK - I, SECTOR - ALPHA - II, GREATER NOIDA, 201306, Gautam Buddha Nagar, Uttar Pradesh, 201306",+91 120 429 1777,PEH-2024-2759,Certified
Astha Hospital,Astha Hospital Pune Maharashtra,Visit Website +91 80870 02110,PESHCO-2019-1612,Certified
Astha Hospital,"KANDHALA ROAD , BUDHANA , MUZAFFAR NAGAR , UTTAR PRADESH PIN CODE 251309, Muzaffarnagar, Uttar Pradesh, 251309",+91 86508 64677,PESHCO-2025-10532,Certified
Astha Multi Specialty Hospital,Astha Multi Specialty Hospital Sirsa Haryana,Visit Website +91 166 622 2213,SHCO-2023-0790,Accredited
Astha Multispeciality Hospital,Astha Multispeciality Hospital Udham Singh Nagar Uttarakhand,NA,PESHCO-2023-8369,Certified
Astha Multispeciality Hospital,"Bypass colony, Khatima bypass Road, Sitarganj, Uttarakhand, Udham Singh Nagar, Uttarakhand, 262405",+91 78307 77477,HOS/2023/E1273,Empaneled
"Astha Multispeciality Hospital, Dabwali Road","Astha Multispeciality Hospital, Dabwali Road Sirsa Haryana",Visit Website +91 166 622 2213,2019-1643,Empaneled
Astha Superspeciality Hospital,Astha Superspeciality Hospital Bathinda Punjab,NA,SHCO-2026-1390,Accredited
Aswene Soundra Hospital and Research Centre,"24, KASTURI RANGAN ROAD, TEYNAMPET, CHENNAI, Chennai, Tamil Nadu, 600018",Visit Website +91 44 2499 0525,PESHCO-2024-9372,Certified
Atal Memorial Cancer Care Hospital,"E-7/332 , Mitra Mandal Colony ,Arera Colony Bhopal, Bhopal, Madhya Pradesh, 462016",+91 755 244 6139,PESHCO-2021-4971,Certified
"Athani Hospital, Chittor","Athani Hospital, Chittor Palakkad Kerala",Visit Website +91 4923 226 226,2015-0645,Empaneled
"Athani Hospital, Near Kozhinjampara","Nattukkal-Athicode road,, Natuukkal, Near Kozhinjampara, Chittur taluk, Chittur Taluk, Kerala, India, 678554",Visit Website +91 4923 226 226,PEH-2020-1249,Certified
Athare Patil Memorial Hospital,Athare Patil Memorial Hospital Ahmednagar Maharashtra,+91 93251 09828,2018-1275,Empaneled
Atharv Ayurved Multispeciality Hospital,"112 & 112 A/29, VASANT VIHAR, SONIPAT ROAD, ROHTAK, Haryana, India, 124001",NA,AH-2022-0152,Accredited
Atharva Eye Care & Laser Center,"1ST FLOOR, ABOVE PRANAYU HOSPITAL, NEW GANGA JAMUNA BLDG., NEAR MAHINDER SINGH SCHOOL, AGRA ROAD, KALYAN WEST 421301 , Thane, Maharashtra, 421301",Visit Website +91 99677 70021,PESHCO-2025-11110,Certified
Atharva Ortho Care,"door no 20-62/1, Kambla,NH-66, Surathkal, Dakshina Kannada, Karnataka, 575014",NA,PESHCO-2022-5960,Certified
Athena Behavioral Health Services Pvt. Ltd.,"202, Near DPS Public School, Sector 47, Gurugram, Haryana 122018, Gurgaon, Haryana, 122018",Visit Website +91 92890 86193,PESHCO-2024-9326,Certified
Athena Hospital,Athena Hospital,NA,PEH-2020-1323,Certified
Athira Hospital,"Panakkattodil temple, Kollam, Kerala, 691584",Visit Website +91 94460 26067,PESHCO-2025-10841,Certified
Athreya Ayurvedic Centre,"PAKKIL , PALLOM, KOTTAYAM, KOTTAYAM, Kerala, India, 686012",Visit Website +91 80 4717 2227,AH-2020-0101,Accredited
Athulya Assisted Living Private Limited,", , , , ,",NA,CH-2025-0002,Accredited
Athulya Assisted Living Private Limited,Athulya Assisted Living Private Limited Bangalore Karnataka,NA,CH-2026-0009,Accredited
Atlanta Mediworld Multi Speciality Hospital & Research Centre (A Unit of RRM Services),"Plot No. N.H. 01, Sector-14, Vasundhara Ghaziabad - 201012, Uttar Pradesh",Visit Website +91 120 288 2999,H-2023-1292,Accredited
"Atlanta Mediworld Multispeciality Hospital, Plot No. NH-01, Sector-14 Near Atal Chowk, Vasundhara","Atlanta Mediworld Multispeciality Hospital, Plot No. NH-01, Sector-14 Near Atal Chowk, Vasundhara Ghaziabad Uttar Pradesh",NA,2017-0760,Empaneled
"Atlanta Mediworld Multispecility Hospital, Vasundhara","Atlanta Mediworld Multispecility Hospital, Vasundhara Ghaziabad Uttar Pradesh",Visit Website +91 120 288 2999,2016-0685,Empaneled
Atlantis Hospital LLP,"A-101,104,BAYVIEW C.H.S MALAD WEST, Mumbai, Maharashtra, 400095",Visit Website +91 93215 64521,PESHCO-2020-3964,Certified
Atlas Health Point Private Limited,"282, PURBA BAIDYAPARA, SONARPUR, PIN - 700150, South 24 Parganas, West Bengal, 700150",Visit Website +91 33 3535 5555,PESHCO-2024-9831,Certified
Atlas Hospital,"Plot No. 1648, in front Tagore Public School, Huda Sector -2, Palwal , Palwal, Haryana, 121102",+91 1275 253 333,HOS/2023/E0958,Empaneled
Atlas Hospitals,"34/1-First Cross, V.N.Nagar,Karur Road, Chinthamani,, Tiruchirappalli, Tamil Nadu, 620002",Visit Website +91 431 270 1348,PEH-2020-1150,Certified
Atlas Hospitals,Atlas Hospitals Tiruchirappalli Tamil Nadu,Visit Website +91 431 270 1348,2017-1000,Empaneled
"Atlas Hospitals, 34/1, First Cross, V.N Nagar, Near Chathiram Bus Stand, City Corporation","Atlas Hospitals, 34/1, First Cross, V.N Nagar, Near Chathiram Bus Stand, City Corporation Tiruchirappalli Tamil Nadu",NA,2016-0563,Empaneled
Atlas Labs & Scans,"N H 66, Opp. Taluk Hospital, Karunagappally, Karunagappally, Kollam, Kerala, India, 690518",Visit Website +91 93214 24026,MLP-2024-0242,Certified
ATLS Noble Hospital Multispeciality and Trauma Center Pvt. Ltd.,"Shyam Mandir road, Sindhi Mill Colony ,Deoria, Uttar Pradesh, Deoria, Uttar Pradesh, 274001",NA,PESHCO-2025-11215,Certified
Atma Malik Hospital,"Shirdi Kopargaon Road,Kokamthan,Taluka Kopargaon,District Ahmednagar , Ahmednagar, Maharashtra, 423601",+91 90909 19196,PEH-2024-2620,Certified
Atmabodh Wellness And Agro Private Limited,"Sinhgad Road, Donaje, Haveli, Pune, Maharashtra, India, 411025",Visit Website +91 96997 40189,AH-2025-0340,Accredited
Atman Uro - Gynaec Hospital,"3RD FLOOR, SWC HUB, NR. NAYARA PETROL PUMP. VASNA-BHAYLI ROAD, VADODARA, Vadodara, Gujarat, 391410",Visit Website +91 88496 83066,PESHCO-2025-10544,Certified
ATMANTAN WELLNESS CENTER,ATMANTAN WELLNESS CENTER MULSHI Maharashtra,NA,EAC-2024-0028,Certified
Atmaram Child Care and Critical Care,Atmaram Child Care and Critical Care Kanpur Nagar Uttar Pradesh,NA,PEH-2026-3236,Certified
Atmaram Child Care and Critical Care,"128/53 Y-Block, Kidwai Nagar, Naubasta Kanpur Nagar-208011, Kanpur Nagar, Uttar Pradesh, 208011",NA,HOS/2025/C2708,Empaneled
ATMARAM CHILD CARE AND CRITICAL CARE HOSPITAL,"128/53 Y BLOCK KIDWAI NAGAR NAUBASTA KANPUR NAGAR, Kanpur Nagar, Uttar Pradesh, 208011",NA,HOS/2022/C0367,Empaneled
Atmos Superspeciality Hospital,"SC0 27 & 28, APPLES HEIGHT, VIP ROAD, ZIRAKPUR, Mohali, Punjab, 140603",NA,PESHCO-2024-9336,Certified
ATMOS SUPERSPECIALITY HOSPITAL,ATMOS SUPERSPECIALITY HOSPITAL Mohali Punjab,NA,EYE/2024/E0462,Empaneled
Atreya Hospital (A Unit Of DMRI),"GURUVAYOOR ROAD, EAST FORT, THRISSUR, THRISSUR, Kerala, India, 680005",Visit Website +91 487 662 7766,H-2022-1012,Accredited
Atreya Hospital (A Unit of DMRI),"GURUVAYOOR ROAD, EAST FORT, THRISSUR, THRISSUR, Kerala, India, 680005",Visit Website +91 487 662 7766,N-2024-0248,Certified
Atri Orthopedic Children Hospital,"4th FLOOR ,THE NIKOL TRADE CENTRE,NEAR ANJANA CHOWK,VIRATNAGAR ROAD,NIKOL, Ahmedabad, Gujarat, 382350",NA,PESHCO-2025-11452,Certified
Attharva Accident Hospital,"PLOT NO. 153/154 S.NO.3004/01, NEAR NUTAN MAHARASHTRA ENGINEERING COLLEGE, CHAKAN ROAD, TALEGAON DABHADE, TEHSIL, MAVAL., PUNE, Maharashtra, India, 410507",Visit Website +91 83080 18000,PEH-2019-0988,Certified
"Attharva Accident Hospital, 153/154, CS No. 3004/1 Near Nutan Maharashtra Engineering College Talegaon Station Talegaon Dabhade, Taluk-Maval","Attharva Accident Hospital, 153/154, CS No. 3004/1 Near Nutan Maharashtra Engineering College Talegaon Station Talegaon Dabhade, Taluk-Maval Pune Maharashtra",NA,2019-1147,Empaneled
Attice Ayurveda Super Speciality and Panchakarma Centre,"BUILDING NO 468, OPPOSITE HUDA MARKET, SECTOR 40, GURUGRAM, GURUGRAM, Haryana, India, 122001",Visit Website +91 88265 49149,PC-2024-0113,Accredited
Attukal Devi Institute of Medical Sciences,"MEDAMUKKU, ATTUKAL, THIRUVANANTHAPURAM, THIRUVANANTHAPURAM, Kerala, India, 695009",Visit Website +91 471 245 9040,PESHCO-2018-0369,Certified
"Attukal Devi Institute of Medical Sciences Ltd., Attukal, Manacaud P.O","Attukal Devi Institute of Medical Sciences Ltd., Attukal, Manacaud P.O Trivandrum Kerala",NA,2018-1015,Empaneled
Atul Charu Hospital & Trauma Centre,Atul Charu Hospital & Trauma Centre Bareilly Uttar Pradesh,NA,PESHCO-2024-8968,Certified
Atulya Superspeciality Hospital & ICU,"SECOND FLOOR, ELITE MAGNUM, BHUYANGDEV, Ahmedabad, Gujarat, 380061",+91 97275 79000,SHCO-2025-1172,Accredited
Aura Cosmetique,Aura Cosmetique Salem Tamil Nadu,NA,DE-2026-0003,Certified
"Aura Multispeciality Dental & Implant Centre, A-22, Ground Floor Kamla Nagar","Aura Multispeciality Dental & Implant Centre, A-22, Ground Floor Kamla Nagar Delhi Delhi",NA,2019-1339,Empaneled
Aura Multispeciality Hospital,"PHALE NAGAR, NEAR RELIANCE FRESH, DATTA NAGAR ROAD AMBEGAON, Pune, Maharashtra, 411046",Visit Website +91 76204 42624,PESHCO-2021-5303,Certified
Aurangabad Chikalthana Lions Eye Hospital,"Plot No. 216, Near Radha Krishna Mandir, N-1, Cidco, Aurangabad, Aurangabad, Maharashtra, 431003",NA,PESHCO-2025-10969,Certified
Aurangabad institute of Medical Sciences Pvt. Ltd.,Aurangabad institute of Medical Sciences Pvt. Ltd. Aurangabad Maharashtra,NA,2016-0924,Empaneled
Aurangabad Institute Of Medical Scineces Pvt.Ltd.,"JALGAON ROAD,SECTOR-A,N-11,, CIDCO, AURANGABAD, AURANGABAD, AURANGABAD, Maharashtra, India, 431003",Visit Website +91 240 648 2000,SHCO-2023-0798,Accredited
Aureus Institute of Medical Sciences,"Plot no.16, Wanjari Nagar, Medical college Road, Nagpur, Nagpur, Maharashtra, India, 440003",Visit Website +91 712 282 0311,N-2022-0161,Certified
Aureus Institute of Medical Sciences,"Medical College Road, Plot 16, Wanjari Nagar, Nagpur, Maharashtra, 440003",Visit Website +91 712 282 0311,H-2021-0806,Accredited
"Aureus Institute of Medical Sciences, Plot no. 16, Opposite Rajbaxa Mandir Medical College Road Wanjari Nagar","Aureus Institute of Medical Sciences, Plot no. 16, Opposite Rajbaxa Mandir Medical College Road Wanjari Nagar Nagpur Maharashtra",NA,2019-1183,Empaneled
Aurindam Hospital,"C/o Dombivli Healthcare LLP, P-29/4, Near Pendarkar College, MIDC, Dombivli (East), Thane, Maharashtra, 421201",Visit Website +91 75061 11199,PESHCO-2025-11080,Certified
Aurindam Mother & Child Care Hospital,"C/o Dombivli Health Care LLP, P 76, Near Shivai Balak School, MIDC, Aajade Gaon, Dombivli East Maharashtra 421203, Thane, Maharashtra, 421203",NA,PESHCO-2025-11122,Certified
"Autar Hospital Diabetic & Trauma Centre, Talkatora Road","Autar Hospital Diabetic & Trauma Centre, Talkatora Road Lucknow Uttar Pradesh",NA,2016-0487,Empaneled
AVADH HOSPITAL HEART CENTRE,"9D, SINGAR NAGAR, AVADH CHAURAHA, KANPUR ROAD , LUCKNOW, Lucknow, Uttar Pradesh, 226005",NA,HOS/2024/C1656,Empaneled
Avadh Hospital & Heart Centre,Avadh Hospital & Heart Centre,NA,PEH-2020-1224,Certified
"Avadh Hospital & Heart Centre, Avadh Hospital Chauraha, 9D, Singar Nagar, Alambagh, Kanpur Road","Avadh Hospital & Heart Centre, Avadh Hospital Chauraha, 9D, Singar Nagar, Alambagh, Kanpur Road Lucknow Uttar Pradesh",NA,2016-0598,Empaneled
"Avadh Hospital and Heart Centre, 9-D, Singar Nagar, Kanpur Road","Avadh Hospital and Heart Centre, 9-D, Singar Nagar, Kanpur Road Lucknow Uttar Pradesh",NA,2021-1605,Empaneled
Avadh Multi Speciality Hospital,Avadh Multi Speciality Hospital Jamnagar Gujarat,NA,PESHCO-2026-11780,Certified
Avalon Hospital- A Unit of Hemendra Smriti Healthcare Pvt. Ltd,"PLOT NO 1, SAMUDAYIK BHAWAN KE SAMNE, INDRA NAGAR, JHUNJHUNU, Darjeeling, West Bengal, 333001",NA,HOS/2024/C1371,Empaneled
Avantbkg Hospitals,"Sy.No, 6/2-A3, Ring road Near Bogadi Circle Mysore-570026, Mysore, Karnataka, 570026",Visit Website +91 821 252 0000,PEH-2025-2974,Certified
Avanti Hospital (A Unit of Ujjain Charitable Trust),"Nanakheda Hari phatak bypass (Mahakal road) Ujjain 456010 , Ujjain, Madhya Pradesh, 456001",Visit Website +91 734 253 7123,PEH-2022-2072,Certified
Avanti Institute of Cardiology Pvt. Ltd,"5, ABHYANKAR ROAD, DHANTOLI, DHANTOLI, NAGPUR, NAGPUR, Maharashtra, India, 440012",Visit Website +91 91122 28866,H-2017-0504,Accredited
"Avanti Institute of Cardiology Pvt. Ltd., 5, Abhyankar Road, Dhantoli","Avanti Institute of Cardiology Pvt. Ltd., 5, Abhyankar Road, Dhantoli Nagpur Maharashtra",NA,2015-0382,Empaneled
AVANTIKA HOSPITAL,"PLOT NO -137 NITI KHAND-2 INDIRAPURAM GHAZIABAD , Ghaziabad, Uttar Pradesh, 201014",NA,HOS/2024/E1795,Empaneled
AVANTIKA HOSPITAL,"PLOT NO-137 NITI KHAND-2 INDIRAPURAM GHAZIABAD , Ghaziabad, Uttar Pradesh, 201014",NA,HOS/2023/C0743,Empaneled
Avasa Hospitals,"1-1-48/B, Laxminagar Colony, Manikonda, Rangareddy, Telangana, 500089",Visit Website +91 70366 96332,PESHCO-2022-6221,Certified
Avasthi Bone & Joint Clinic & Hospital,"135,Green Park, Opp. Prince Hostel, Civil Lines, Ludhiana, 141001, Ludhiana, Punjab, 141001",NA,PESHCO-2022-6548,Certified
Avee hospital,"SECTOR -6 VAISHALI, GHAZIABAD, Ghaziabad, Uttar Pradesh, 201010",NA,HOS/2024/E2293,Empaneled
"Avee Hospital (A Unit of Kastura Medicos Ltd.) - (Earlier Certificate issued in the name of Aarogya Hospital), Vaishali","PLOT NO . NH-1 , SEC-6 VAISHALI , GHAZIABAD , GHAZIABAD , Uttar Pradesh, India, 201010",Visit Website,H-2017-0503,Accredited
AVI DENTAL AND MULTISPECIALITY CLINIC,"H. No. 1, South Ganesh Nagar, Patparganj Road, Delhi, East Delhi, Delhi, 110092",NA,DEN/2024/C0472,Empaneled
"Avinash Dental Laboratories and Research Institute Pvt. Ltd., 310, Canal Street, Sreebhumi, Laketown","Avinash Dental Laboratories and Research Institute Pvt. Ltd., 310, Canal Street, Sreebhumi, Laketown Kolkata West Bengal",Visit Website +91 98310 42679,2014-0400,Empaneled
Avinash Hospital,"SHAKTI MANDIR ROAD, JORAPATHAK, DHANBAD, Dhanbad, Jharkhand, 826001",Visit Website +91 99055 06339,PESHCO-2024-9990,Certified
Avinash Hospitals Pvt. Ltd.,"No 165, Thiruvin Nagar,, Kovilambakkam, Chennai, Kanchipuram, Tamil Nadu, India, 600129",NA,PESHCO-2018-0519,Certified
"Avinash Ortho, Trauma and Critical Care Hospital","MR NAGAR, UNDI ROAD, NEAR RAILWAY GATE, BHIMAVARAM, WEST GODAVARI DISTRICT, ANDHRA PRADESH - 534202, West Godavari, Andhra Pradesh, 534202",+91 88162 22211,PESHCO-2025-10924,Certified
Avise Superspeciality Hospital (A Unit of Siddhi Healthcare Private Limited),"Plot no. 209 P sector 38, Bakhtawar Chowk Gurgaon, Gurgaon, Haryana, 122001",Visit Website +91 98712 07001,PESHCO-2024-10047,Certified
Avitis Super Specialty Hospitals Pvt. Ltd.,"Pollachi-Thrissur Main Road, Near Japamalarani Church , Nemmara, Palakkad , Palakkad, Kerala, India, 678508",Visit Website +91 4923 225 500,H-2022-1079,Accredited
AVN Arogya Ayurvedic Hospital,"175,, Vilachery Main Road,, MADURAI, Madurai, Tamil Nadu, India, 625004",Visit Website +91 95002 92220,AH-2017-0021,Accredited
